0.0,0,0,0,9.6640625,0,0,0,255.817489624,-0.0182164828594,0.0128530689754,0.0270583643368
0.009991,9.484375,9.171875,9.765625,9.578125,259.635467529,246.976715088,262.393981934,255.530578613,0.00139244644874,0.010075373568,-0.0262435975715
0.019999,9.5703125,9.0390625,9.8359375,9.5078125,259.423858643,246.856872559,262.886688232,255.197784424,0.00388839563535,-0.0139833345733,0.0348771188194
0.030001,9.5,9.1328125,9.75,9.640625,259.511108398,246.89944458,263.028564453,255.368240356,-0.0170945749019,0.010564727654,-0.00110831146003
0.039996,9.5078125,9.125,9.703125,9.6796875,258.963989258,246.809020996,262.839477539,255.478408813,-0.00116273533417,0.00352613274219,0.0089110462454
0.04999,9.4609375,9.1328125,9.734375,9.671875,258.901672363,247.062347412,262.967651367,255.906066895,-0.00950038404555,0.0557054721237,0.0202531963575
0.060012,9.5234375,9.109375,9.84375,9.609375,258.613189697,246.889785767,263.081176758,255.733337402,-0.019196111692,-0.0720054475441,-0.0200369596376
0.069989,9.5234375,9.078125,9.828125,9.6171875,258.635406494,246.851028442,263.514007568,255.703399658,-0.00432435878347,-0.0734080453757,0.0236338386847
0.080013,9.515625,9.09375,9.7890625,9.6953125,258.53237915,246.653427124,263.505706787,255.913650513,-0.00636473905169,0.038400722724,-0.00344853950416
0.089999,9.6171875,9.0546875,9.75,9.703125,258.489227295,246.44859314,263.511932373,256.085418701,0.0573691414943,0.0527788922586,-0.00969260699979
0.099987,9.578125,9.078125,9.8203125,9.71875,258.8487854,246.557479858,263.810058594,256.572753906,0.0195882285533,-0.000967292734437,0.0172483841296
0.110002,9.59375,9.109375,9.84375,9.7265625,258.794952393,246.405914307,263.824768066,256.618469238,-0.0258917732306,-0.0919728110103,-0.00265835820902
0.120012,9.5625,9.125,9.75,9.7734375,258.965606689,246.629730225,263.985290527,257.188323975,0.00488079112241,-0.00251726341448,0.0104563588853
0.129991,9.609375,9.0390625,9.8125,9.703125,259.04083252,246.356185913,263.974060059,257.422515869,0.0178591966667,0.0244212374578,-0.00246004755519
0.139995,9.6953125,8.984375,9.8203125,9.7265625,259.336303711,245.994430542,264.161743164,257.507568359,0.0500535828209,-0.0204867767973,-0.0184678923761
0.150002,9.625,9.1015625,9.8671875,9.75,259.604003906,246.208099365,264.540771484,257.960021973,-0.00766049531696,-0.049851951339,0.0124460095369
0.159994,9.625,9.1015625,9.78125,9.8125,259.500610352,246.077301025,264.387237549,258.248535156,0.00337893168578,0.00444225182114,0.00231657114746
0.170009,9.625,9.0859375,9.7734375,9.7890625,259.773132324,246.241744995,264.569061279,258.737213135,0.0305996621834,0.039262210468,-0.00447638275672
0.18001,9.6875,9.0078125,9.90625,9.6875,259.855804443,245.867553711,264.735961914,258.673980713,0.0203235670491,-0.0877573713125,-0.00300232779423
0.189993,9.671875,9.078125,9.8046875,9.8125,260.070465088,245.858520508,264.835906982,258.834716797,0.00334412486486,-0.00678352153669,-0.0119229616387
0.199995,9.625,9.109375,9.8359375,9.734375,260.085632324,246.061965942,264.932952881,259.142669678,-0.0328021180809,-0.0225038180934,0.00492532166581
0.21001,9.65625,9.0625,9.828125,9.75,259.994476318,245.9012146,264.897338867,259.09552002,0.0419071328628,0.0350679652532,-0.00392595112943
0.219987,9.625,9.109375,9.8125,9.7421875,260.24017334,246.075836182,265.111358643,259.224639893,0.0207425533552,-0.0118378750634,-0.0091726659176
0.229992,9.6875,9.09375,9.8046875,9.6640625,260.255737305,246.086959839,264.854705811,259.08392334,0.0186582904036,-0.0764049668151,0.0186220946874
0.239999,9.71875,9.2265625,9.5625,9.734375,260.72064209,246.54335022,264.257476807,259.001281738,0.015750871178,0.0825453104794,0.00203498883608
0.249997,9.859375,9.234375,9.5546875,9.484375,261.394195557,247.186904907,263.456634521,258.470825195,-0.0376454869209,-0.0462560346187,0.0203198575051
0.260011,9.9140625,9.4375,9.3828125,9.4296875,262.278808594,248.222198486,262.146942139,257.269317627,-0.0013698375929,0.000531874261818,0.0358267009558
0.269995,10.015625,9.609375,9.2421875,9.25,263.39541626,249.778289795,260.730010986,256.043518066,0.00282449315399,-0.00880933369158,0.0561254950058
0.280014,10.2109375,9.6796875,9.1328125,9.0625,265.060577393,251.736312866,258.555847168,253.768508911,0.0353466323769,-0.0493930918017,0.105335200226
0.290004,10.3046875,9.890625,8.875,9.03125,266.777099609,253.411773682,256.74395752,252.286529541,0.0385298200989,0.0638117751481,0.106811074656
0.299994,10.5078125,9.890625,8.8203125,8.78125,268.438293457,255.179336548,254.558441162,250.280670166,-0.0285410370148,-0.0318521486844,0.167057413074
0.309992,10.53125,10.09375,8.5703125,8.7890625,270.480682373,257.455810547,251.926071167,248.083984375,-0.0359781837113,0.0286651990072,0.202910010956
0.319996,10.59375,10.21875,8.5078125,8.609375,272.436920166,259.883392334,249.228500366,245.79019165,-0.0134762509631,-0.00947866108357,0.22409417476
0.329999,10.6875,10.2421875,8.4140625,8.453125,274.245544434,262.042144775,246.634231567,243.399200439,0.0326704525602,-0.00661189834456,0.279157016417
0.339989,10.78125,10.4140625,8.2890625,8.4453125,276.363555908,264.433044434,244.005340576,240.966888428,0.0404543659226,0.045076306428,0.31595287507
0.350007,10.9296875,10.3359375,8.3359375,8.2578125,278.207244873,266.239379883,241.881240845,238.622360229,-0.0508493062302,-0.112927443135,0.371418443932
0.360001,10.8828125,10.4609375,8.09375,8.4375,280.110809326,268.072631836,239.308273315,236.881668091,-0.0142966148879,0.0498932454944,0.403749152919
