0.0,0,0,0,9.734375,0,0,0,259.110229492,0.174572316502,0.136031499015,-0.0313166715849
0.01,10.5078125,7.90234375,9.65625,9.71875,281.366638184,215.320220947,265.028045654,259.30670166,0.0994651644303,-0.113597723463,-0.0782986993226
0.019991,10.484375,7.89453125,9.5859375,9.71875,281.105804443,215.397354126,264.028076172,259.262359619,0.0792246356448,-0.113663472006,0.000149547361174
0.030008,10.4296875,7.859375,9.5546875,9.59375,280.787689209,215.517028809,263.305450439,258.766387939,-0.0202047427097,0.200384018079,-0.00461928137343
0.039996,10.3515625,8.0390625,9.6640625,9.59375,280.381835938,216.211502075,262.909118652,258.594451904,-0.0964565483778,0.109354257761,-0.0137328061446
0.049994,10.2734375,8.3046875,9.703125,9.6953125,279.541107178,217.438491821,262.490905762,258.335357666,0.0602877100331,0.0143573881841,-0.0279993110904
0.060013,10.296875,8.453125,9.7421875,9.78125,279.217926025,219.408996582,262.459075928,258.85244751,0.146431322834,0.145352312956,-0.0914932904573
0.069994,10.546875,8.3515625,9.7109375,10.0078125,279.268096924,220.676574707,262.146484375,259.751800537,0.104841543333,0.0599609939344,-0.0235639865984
0.080007,10.4140625,8.546875,9.6484375,10.0625,279.453887939,222.596008301,261.78125,261.189300537,-0.00835532949186,-0.0227857981424,0.0206825377787
0.089994,10.484375,8.3828125,9.7421875,9.90625,279.490142822,223.352615356,261.721343994,261.67565918,-0.0627109776982,0.122199857494,0.00494634761661
0.099995,10.421875,8.5625,9.8828125,9.984375,279.419616699,224.622955322,262.099121094,262.104797363,-0.0780283557567,0.119154063523,0.00493668770558
0.109994,10.2890625,8.8671875,9.8359375,10.203125,279.207061768,226.851089478,262.484588623,263.428283691,-0.0466741160717,-0.0955121861576,-0.0360919608855
0.120004,10.5078125,8.703125,10.0,10.1640625,279.15246582,228.267089844,263.16015625,264.212921143,0.203700959274,0.0342937498841,-0.0572895298876
0.13,10.6328125,8.6640625,10.0234375,10.234375,280.008636475,229.470932007,264.015380859,265.519378662,0.0684219869836,0.113141991136,-0.0136150615108
0.13999,10.6875,8.5859375,9.125,11.046875,280.471221924,230.04498291,261.632904053,269.012481689,-0.0265292924725,-0.188693146787,-0.00870160854829
0.150008,9.984375,9.109375,8.7890625,11.1875,279.146728516,232.290405273,258.714691162,272.620849609,-0.120787492603,0.0199266129789,0.0546639034653
0.15999,9.4921875,9.4609375,8.578125,11.2734375,276.142547607,235.630813599,254.90826416,276.337402344,-0.0399361192049,0.0137317753658,-0.0243998535316
0.169993,9.609375,9.2734375,7.7265625,11.8984375,273.725524902,237.761322021,249.193496704,281.097045898,-0.0183875787736,-0.240560186437,-0.0348504694108
0.180014,9.734375,9.0234375,6.99609375,12.3359375,271.936096191,239.262084961,240.579101562,288.070587158,-0.0439543684846,-0.382877327685,-0.0464166863582
0.18999,9.8828125,8.7265625,6.30078125,12.609375,270.996612549,239.012969971,233.609085083,292.451202393,-0.0930642147441,-0.528550498189,-0.000495244056728
0.199995,10.0859375,8.328125,5.8125,12.7734375,271.179870605,237.714111328,224.509292603,297.934020996,-0.157293436364,-0.748712213747,-0.0030450718433
0.210001,9.7109375,8.71875,6.6640625,12.3984375,269.776245117,237.574264526,218.793914795,301.379425049,-0.403916046111,-0.862417289614,0.0288534772582
0.22,9.2421875,9.078125,7.31640625,12.15625,267.235229492,238.671325684,216.234649658,303.931854248,-0.594345956091,-0.823219464234,0.0686426842848
0.230005,8.7578125,9.3984375,7.9609375,11.859375,263.41973877,240.900283813,216.586196899,305.101196289,-0.573920510256,-1.26714151285,-0.0577977096352
0.239992,8.109375,9.7421875,8.8125,11.40625,257.601959229,243.908432007,219.312347412,304.484008789,-0.624842331616,-1.45762206494,-0.0916414721822
0.249998,8.1328125,9.6171875,9.25,11.125,253.167999268,246.12361145,223.272079468,303.141693115,-0.504710926777,-1.47832690422,-0.0953304022101
0.260015,8.0625,9.7578125,9.4609375,11.09375,248.822113037,248.417007446,227.423370361,301.583465576,-0.704900552796,-1.78372961982,-0.114379869061
0.269998,8.1171875,9.7578125,9.8046875,10.828125,245.699661255,250.375152588,231.992202759,299.884735107,-0.721352620256,-2.2127734196,-0.155846514179
0.280012,8.109375,9.7421875,10.1171875,10.484375,241.896575928,252.294784546,237.828933716,296.058776855,-0.676297455772,-2.00971117044,-0.0992056527767
0.290004,8.78125,9.4609375,9.9140625,10.734375,241.833480835,252.789520264,241.187362671,294.720214844,-0.660874815986,-2.13532110028,-0.166989174237
0.299994,8.71875,9.875,9.96875,10.921875,241.113555908,253.858856201,243.930130005,293.425231934,-0.694515847064,-2.55439935439,-0.21045888453
0.309999,9.71875,9.140625,10.71875,10.0390625,244.136276245,253.463745117,249.238571167,290.22845459,-0.386009101415,-2.87087978515,-0.283808308417
0.32,10.765625,8.546875,11.7265625,8.890625,249.661254883,250.33152771,256.296356201,282.796447754,-0.415663196759,-2.62957944134,-0.174652181473
0.329995,12.0234375,7.55859375,12.2890625,8.1640625,258.204620361,244.623931885,265.067352295,274.318969727,-0.451224061996,-2.73463659796,-0.213785213382
0.339991,12.5,7.34765625,12.4296875,7.953125,267.22164917,238.441177368,273.087280273,265.50213623,-0.383912346023,-2.67223695621,-0.154180368065
0.350007,12.7890625,7.27734375,13.0625,7.0,275.40234375,233.370254517,281.058837891,256.274536133,-0.251678876522,-2.77359495655,-0.200914618721
0.360004,13.46875,6.4765625,12.96875,6.78515625,284.920257568,227.402648926,289.411865234,246.02571106,-0.177063702919,-2.63280040946,-0.180824193451
